Count,Time,Tag ID,Distance,X,Y,Z,Pitch,Roll,Yaw
348,38.662,0,1.655,0.215,-0.145,1.634,0.267,-0.147,0.064,
349,38.735,0,1.653,0.215,-0.146,1.633,0.268,-0.140,0.063,
350,38.808,0,1.656,0.217,-0.147,1.635,0.268,-0.142,0.064,
351,38.883,0,1.658,0.219,-0.149,1.636,0.264,-0.146,0.068,
352,38.968,0,1.657,0.219,-0.148,1.636,0.263,-0.145,0.067,
353,39.062,0,1.656,0.221,-0.149,1.634,0.269,-0.149,0.070,
354,39.132,0,1.671,0.226,-0.147,1.650,0.252,-0.140,0.070,
355,39.225,0,1.656,0.220,-0.148,1.634,0.267,-0.147,0.070,
356,39.311,0,1.654,0.221,-0.149,1.633,0.266,-0.144,0.070,
357,39.403,0,1.658,0.221,-0.150,1.637,0.265,-0.146,0.071,
358,39.475,0,1.669,0.221,-0.155,1.647,0.247,-0.148,0.071,
359,39.551,0,1.660,0.219,-0.157,1.638,0.269,-0.146,0.077,
360,39.626,0,1.662,0.216,-0.158,1.640,0.282,-0.142,0.078,
361,39.698,0,1.663,0.207,-0.171,1.641,0.286,-0.138,0.091,
362,39.764,0,1.664,0.200,-0.170,1.643,0.325,-0.138,0.094,
363,39.832,0,1.665,0.191,-0.168,1.646,0.309,-0.141,0.086,
364,39.904,0,1.667,0.185,-0.168,1.648,0.275,-0.141,0.080,
365,39.976,0,1.669,0.182,-0.171,1.650,0.266,-0.143,0.077,
366,40.048,0,1.677,0.175,-0.179,1.658,0.281,-0.142,0.079,
367,40.122,0,1.671,0.169,-0.181,1.653,0.283,-0.144,0.079,
368,40.189,0,1.678,0.166,-0.185,1.659,0.250,-0.157,0.074,
369,40.270,0,1.686,0.167,-0.192,1.667,0.231,-0.157,0.074,
370,40.343,0,1.681,0.169,-0.204,1.660,0.232,-0.153,0.081,
371,40.415,0,1.670,0.165,-0.205,1.649,0.287,-0.147,0.086,
372,40.488,0,1.670,0.150,-0.203,1.651,0.240,-0.130,0.066,
373,40.560,0,1.671,0.148,-0.199,1.653,0.232,-0.125,0.057,
374,40.635,0,1.719,0.147,-0.198,1.701,0.207,-0.131,0.047,
375,40.711,0,1.688,0.138,-0.191,1.671,0.283,-0.120,0.048,
376,40.788,0,1.691,0.133,-0.191,1.675,0.256,-0.115,0.046,
377,41.186,0,1.913,0.168,0.631,1.798,-0.083,0.743,0.087,
378,41.248,0,1.869,0.161,0.617,1.757,-0.077,0.791,0.080,
379,41.312,0,1.890,0.169,0.624,1.777,-0.083,0.762,0.085,
380,41.379,0,1.869,0.172,0.609,1.759,-0.098,0.796,0.103,
381,41.448,0,1.871,0.172,0.599,1.764,-0.091,0.800,0.096,
382,41.655,0,1.853,0.165,0.535,1.766,-0.088,0.673,0.077,
383,41.737,0,1.853,0.165,0.541,1.765,-0.086,0.663,0.079,
384,41.809,0,1.854,0.164,0.542,1.766,-0.084,0.651,0.077,
385,41.883,0,1.851,0.163,0.540,1.763,-0.085,0.653,0.076,
386,41.955,0,1.845,0.163,0.540,1.756,-0.083,0.650,0.076,
387,42.021,0,1.848,0.160,0.539,1.760,-0.083,0.645,0.075,
388,42.095,0,1.843,0.157,0.534,1.757,-0.080,0.657,0.071,
389,42.166,0,1.836,0.153,0.525,1.753,-0.077,0.655,0.067,
390,42.235,0,1.817,0.148,0.504,1.740,-0.077,0.638,0.060,
391,42.305,0,1.810,0.147,0.497,1.734,-0.082,0.608,0.061,
392,42.380,0,1.805,0.147,0.490,1.731,-0.079,0.611,0.060,
393,42.457,0,1.803,0.147,0.475,1.733,-0.073,0.600,0.056,
394,42.528,0,1.802,0.147,0.468,1.734,-0.073,0.599,0.055,
395,42.598,0,1.800,0.146,0.461,1.733,-0.072,0.587,0.054,
396,42.678,0,1.796,0.145,0.441,1.735,-0.071,0.597,0.050,
397,42.749,0,1.792,0.145,0.424,1.735,-0.063,0.522,0.048,
398,42.821,0,1.789,0.147,0.417,1.733,-0.062,0.515,0.049,
399,42.888,0,1.779,0.149,0.406,1.726,-0.065,0.498,0.050,
400,42.965,0,1.762,0.154,0.389,1.712,-0.071,0.492,0.054,
401,43.037,0,1.761,0.152,0.372,1.714,-0.052,0.449,0.045,
402,43.106,0,1.761,0.150,0.365,1.717,-0.047,0.445,0.042,
403,43.174,0,1.760,0.148,0.354,1.717,-0.041,0.418,0.038,
404,43.246,0,1.764,0.150,0.350,1.723,-0.032,0.379,0.036,
405,43.314,0,1.757,0.152,0.343,1.717,-0.044,0.397,0.039,
406,43.386,0,1.747,0.154,0.328,1.709,-0.049,0.392,0.038,
407,43.455,0,1.747,0.155,0.321,1.711,-0.052,0.399,0.038,
408,43.527,0,1.746,0.155,0.312,1.711,-0.058,0.406,0.038,
409,43.607,0,1.744,0.155,0.303,1.711,-0.049,0.382,0.034,
410,43.683,0,1.736,0.156,0.289,1.704,-0.034,0.317,0.032,
411,43.758,0,1.726,0.158,0.280,1.696,0.009,0.261,0.023,
412,43.835,0,1.723,0.159,0.274,1.694,-0.048,0.325,0.033,
413,43.909,0,1.716,0.158,0.265,1.688,-0.035,0.314,0.029,
414,43.983,0,1.697,0.160,0.251,1.671,0.019,0.217,0.021,
415,44.056,0,1.690,0.161,0.245,1.664,0.005,0.239,0.023,
416,44.134,0,1.669,0.159,0.234,1.645,0.056,0.203,0.015,
417,44.213,0,1.667,0.159,0.230,1.643,0.041,0.209,0.018,
418,44.295,0,1.653,0.160,0.219,1.631,0.065,0.189,0.017,
419,44.368,0,1.651,0.161,0.214,1.629,0.050,0.194,0.019,
420,44.435,0,1.644,0.160,0.198,1.625,0.015,0.210,0.022,
421,44.500,0,1.639,0.159,0.190,1.620,0.031,0.196,0.019,
422,44.572,0,1.636,0.157,0.181,1.619,0.027,0.192,0.018,
423,44.641,0,1.625,0.155,0.173,1.608,0.059,0.171,0.014,
424,44.707,0,1.602,0.153,0.157,1.586,0.116,0.152,0.008,
425,44.776,0,1.597,0.154,0.149,1.583,0.116,0.145,0.009,
426,44.845,0,1.583,0.154,0.142,1.569,0.140,0.133,0.009,
427,44.916,0,1.573,0.154,0.135,1.559,0.147,0.123,0.009,
428,44.985,0,1.562,0.157,0.128,1.549,0.154,0.115,0.011,
429,45.053,0,1.560,0.159,0.124,1.547,0.155,0.110,0.012,
430,45.124,0,1.554,0.160,0.119,1.542,0.154,0.108,0.012,
431,45.196,0,1.551,0.161,0.112,1.538,0.150,0.102,0.012,
432,45.270,0,1.538,0.162,0.105,1.526,0.163,0.097,0.012,
433,45.345,0,1.531,0.163,0.100,1.519,0.171,0.091,0.014,
434,45.420,0,1.529,0.165,0.096,1.517,0.168,0.083,0.016,
435,45.499,0,1.526,0.167,0.092,1.514,0.168,0.086,0.017,
436,45.576,0,1.518,0.170,0.084,1.506,0.169,0.076,0.019,
437,45.660,0,1.514,0.171,0.079,1.502,0.168,0.074,0.021,
438,45.732,0,1.501,0.172,0.068,1.490,0.176,0.070,0.021,
439,45.802,0,1.501,0.173,0.064,1.490,0.173,0.066,0.023,
440,45.872,0,1.500,0.173,0.055,1.489,0.174,0.061,0.026,
441,45.943,0,1.497,0.171,0.049,1.487,0.174,0.062,0.026,
442,46.016,0,1.498,0.168,0.044,1.487,0.172,0.066,0.024,
443,46.099,0,1.495,0.166,0.037,1.485,0.172,0.064,0.025,
444,46.188,0,1.491,0.165,0.025,1.482,0.177,0.052,0.029,
445,46.293,0,1.483,0.161,0.016,1.474,0.191,0.046,0.029,
446,46.375,0,1.480,0.159,0.007,1.472,0.196,0.044,0.031,
447,46.453,0,1.469,0.158,-0.002,1.461,0.203,0.034,0.035,
448,46.526,0,1.467,0.158,-0.005,1.459,0.202,0.034,0.037,
449,46.607,0,1.467,0.158,-0.009,1.458,0.199,0.030,0.038,
450,46.686,0,1.461,0.157,-0.016,1.452,0.208,0.025,0.040,
451,46.769,0,1.458,0.156,-0.022,1.450,0.209,0.022,0.040,
452,46.857,0,1.457,0.156,-0.027,1.448,0.210,0.020,0.041,
453,46.945,0,1.455,0.155,-0.032,1.447,0.210,0.015,0.041,
454,47.043,0,1.459,0.156,-0.036,1.450,0.206,0.014,0.041,
455,47.131,0,1.456,0.157,-0.043,1.447,0.209,0.006,0.042,
456,47.211,0,1.458,0.159,-0.051,1.449,0.200,0.004,0.042,
457,47.291,0,1.459,0.159,-0.061,1.449,0.204,-0.006,0.043,
458,47.370,0,1.461,0.160,-0.066,1.451,0.202,-0.006,0.044,
459,47.457,0,1.463,0.159,-0.077,1.452,0.203,-0.017,0.045,
460,47.532,0,1.467,0.161,-0.091,1.455,0.193,-0.028,0.046,
461,47.618,0,1.461,0.162,-0.097,1.449,0.206,-0.030,0.048,
462,47.708,0,1.470,0.163,-0.113,1.456,0.184,-0.036,0.048,
463,47.791,0,1.477,0.156,-0.123,1.464,0.180,-0.047,0.045,
464,47.872,0,1.498,0.163,-0.100,1.486,0.136,-0.016,0.044,
465,47.947,0,1.463,0.165,-0.078,1.452,0.179,-0.012,0.051,
466,48.046,0,1.448,0.163,-0.072,1.437,0.194,-0.014,0.052,
467,48.124,0,1.454,0.162,-0.054,1.444,0.146,0.009,0.046,
468,48.220,0,1.441,0.163,-0.044,1.432,0.178,0.012,0.050,
469,48.310,0,1.439,0.163,-0.032,1.429,0.181,0.013,0.048,
470,48.389,0,1.440,0.162,-0.020,1.431,0.179,0.029,0.045,
471,48.461,0,1.449,0.163,-0.008,1.440,0.166,0.035,0.042,
472,48.545,0,1.444,0.163,-0.004,1.435,0.183,0.036,0.041,
473,48.626,0,1.453,0.163,0.004,1.444,0.174,0.039,0.040,
474,48.711,0,1.459,0.164,0.013,1.449,0.171,0.046,0.039,
475,48.793,0,1.462,0.165,0.020,1.453,0.175,0.055,0.037,
476,48.871,0,1.466,0.164,0.024,1.456,0.168,0.054,0.036,
477,48.950,0,1.474,0.164,0.029,1.465,0.152,0.054,0.037,
478,49.025,0,1.476,0.165,0.035,1.466,0.153,0.060,0.037,
479,49.092,0,1.485,0.165,0.041,1.475,0.150,0.064,0.036,
480,49.168,0,1.490,0.166,0.046,1.480,0.145,0.067,0.037,
481,49.237,0,1.494,0.165,0.050,1.484,0.155,0.078,0.034,
482,49.316,0,1.502,0.164,0.055,1.492,0.146,0.080,0.033,
483,49.390,0,1.521,0.164,0.067,1.511,0.128,0.093,0.031,
484,49.460,0,1.524,0.162,0.073,1.514,0.137,0.094,0.030,
485,49.536,0,1.531,0.160,0.079,1.521,0.124,0.096,0.029,
486,49.606,0,1.534,0.159,0.090,1.523,0.122,0.117,0.027,
487,49.677,0,1.540,0.159,0.097,1.529,0.100,0.122,0.029,
488,49.750,0,1.544,0.159,0.105,1.532,0.093,0.125,0.029,
489,49.824,0,1.548,0.159,0.113,1.536,0.091,0.133,0.030,
490,49.906,0,1.546,0.158,0.119,1.534,0.105,0.132,0.028,
491,49.978,0,1.554,0.156,0.128,1.541,0.098,0.141,0.027,
492,50.055,0,1.563,0.156,0.136,1.549,0.074,0.152,0.028,
493,50.125,0,1.576,0.156,0.154,1.561,0.060,0.175,0.029,
494,50.197,0,1.581,0.155,0.161,1.565,0.062,0.177,0.028,
495,50.273,0,1.590,0.155,0.170,1.573,0.019,0.200,0.033,
496,50.345,0,1.590,0.157,0.187,1.571,0.054,0.193,0.032,
497,50.415,0,1.593,0.157,0.192,1.573,0.051,0.203,0.032,
498,50.484,0,1.609,0.154,0.206,1.589,0.027,0.224,0.035,
499,50.552,0,1.616,0.152,0.215,1.595,0.004,0.249,0.037,
500,50.619,0,1.630,0.151,0.235,1.606,-0.016,0.279,0.039,
501,50.686,0,1.635,0.150,0.244,1.609,-0.009,0.295,0.036,
502,50.759,0,1.641,0.148,0.252,1.614,-0.010,0.304,0.037,
503,50.839,0,1.643,0.146,0.258,1.617,0.011,0.297,0.031,
504,50.909,0,1.652,0.141,0.268,1.624,-0.001,0.327,0.033,
505,50.985,0,1.656,0.142,0.274,1.627,-0.007,0.338,0.035,
506,51.063,0,1.662,0.144,0.288,1.631,-0.029,0.390,0.043,
507,51.134,0,1.665,0.144,0.302,1.631,-0.025,0.375,0.043,
508,51.205,0,1.668,0.144,0.307,1.633,-0.019,0.377,0.041,
509,51.282,0,1.681,0.141,0.316,1.645,-0.021,0.386,0.042,
510,51.349,0,1.689,0.137,0.316,1.654,-0.010,0.397,0.034,
511,51.417,0,1.694,0.139,0.314,1.658,-0.016,0.373,0.037,
512,51.486,0,1.699,0.148,0.312,1.663,-0.012,0.335,0.037,
513,51.558,0,1.691,0.156,0.306,1.656,-0.029,0.338,0.043,
514,51.628,0,1.690,0.164,0.303,1.654,-0.048,0.323,0.047,
515,51.701,0,1.696,0.173,0.303,1.660,-0.038,0.295,0.045,
516,51.777,0,1.704,0.198,0.302,1.665,-0.049,0.261,0.048,
517,51.861,0,1.695,0.209,0.304,1.654,-0.102,0.317,0.063,
518,51.948,0,1.688,0.216,0.304,1.647,-0.129,0.350,0.071,
519,52.031,0,1.688,0.226,0.304,1.645,-0.144,0.336,0.073,
520,52.107,0,1.688,0.236,0.305,1.644,-0.012,0.107,0.051,
521,52.187,0,1.675,0.252,0.305,1.627,-0.020,0.072,0.061,
522,52.260,0,1.674,0.256,0.304,1.626,-0.200,0.365,0.096,
523,52.327,0,1.667,0.261,0.302,1.618,-0.014,0.060,0.064,
524,52.407,0,1.666,0.268,0.302,1.617,-0.006,0.070,0.062,
525,52.482,0,1.660,0.275,0.302,1.608,0.011,0.053,0.063,
526,52.552,0,1.660,0.290,0.303,1.606,0.012,0.053,0.066,
527,52.644,0,1.652,0.296,0.302,1.597,0.016,0.033,0.068,
528,52.736,0,1.645,0.310,0.299,1.588,0.018,0.025,0.071,
529,52.812,0,1.645,0.328,0.303,1.583,0.025,0.012,0.079,
530,52.886,0,1.645,0.336,0.303,1.582,0.026,0.013,0.082,
531,52.960,0,1.643,0.354,0.301,1.576,0.040,0.007,0.084,
532,53.038,0,1.640,0.362,0.299,1.571,0.044,-0.006,0.086,
533,53.110,0,1.638,0.382,0.295,1.565,0.061,-0.019,0.085,
534,53.180,0,1.637,0.393,0.293,1.562,0.059,-0.025,0.088,
535,53.253,0,1.636,0.411,0.290,1.556,0.045,-0.022,0.102,
536,53.767,0,1.459,-0.015,0.003,1.459,0.352,0.086,0.021,
537,53.839,0,1.463,-0.014,0.002,1.463,0.351,0.083,0.021,
538,53.915,0,1.455,-0.004,0.008,1.455,0.343,0.085,0.022,
539,53.991,0,1.452,-0.002,0.009,1.452,0.333,0.083,0.024,
540,54.064,0,1.455,-0.002,0.008,1.455,0.332,0.088,0.022,
541,54.136,0,1.456,0.001,0.011,1.456,0.337,0.084,0.023,
542,54.211,0,1.480,0.020,0.027,1.480,0.307,0.098,0.023,
543,54.281,0,1.476,0.032,0.038,1.475,0.282,0.110,0.027,
544,54.357,0,1.470,0.040,0.047,1.469,0.266,0.115,0.030,
545,54.437,0,1.470,0.047,0.056,1.468,0.258,0.129,0.029,
546,54.513,0,1.481,0.064,0.078,1.478,0.231,0.149,0.028,
547,54.585,0,1.481,0.074,0.088,1.476,0.239,0.151,0.031,
548,54.665,0,1.483,0.084,0.096,1.478,0.221,0.155,0.032,
549,54.731,0,1.489,0.100,0.110,1.482,0.209,0.155,0.038,
550,54.806,0,1.490,0.109,0.117,1.482,0.203,0.158,0.039,
551,54.881,0,1.501,0.126,0.131,1.490,0.166,0.179,0.044,
552,54.962,0,1.510,0.133,0.140,1.497,0.140,0.172,0.049,
553,55.045,0,1.522,0.148,0.158,1.506,0.132,0.179,0.051,
554,55.123,0,1.531,0.163,0.172,1.513,0.106,0.189,0.056,
555,55.203,0,1.532,0.170,0.179,1.512,0.099,0.191,0.059,
556,55.277,0,1.538,0.184,0.193,1.515,0.073,0.195,0.067,
557,55.349,0,1.536,0.188,0.196,1.512,0.084,0.187,0.068,
558,55.424,0,1.539,0.189,0.196,1.515,0.077,0.192,0.070,
559,55.499,0,1.548,0.185,0.189,1.525,0.080,0.217,0.066,
560,55.582,0,1.533,0.173,0.175,1.513,0.125,0.216,0.051,
561,55.655,0,1.521,0.154,0.155,1.506,0.124,0.210,0.052,
562,55.732,0,1.533,0.141,0.139,1.520,0.164,0.235,0.042,
563,55.884,0,1.506,0.068,0.067,1.503,0.215,0.186,0.024,
564,55.964,0,1.450,0.042,0.034,1.449,0.337,0.114,0.021,
565,56.044,0,1.447,0.027,0.027,1.446,0.384,0.105,0.017,
566,56.117,0,1.444,0.008,0.023,1.444,0.328,0.099,0.016,
567,56.194,0,1.445,0.013,0.027,1.444,0.341,0.096,0.018,
568,56.267,0,1.435,0.018,0.031,1.435,0.330,0.102,0.020,
569,56.345,0,1.434,0.014,0.028,1.434,0.337,0.104,0.017,
570,56.418,0,1.434,0.009,0.027,1.434,0.331,0.096,0.017,
571,56.484,0,1.439,0.009,0.030,1.439,0.327,0.101,0.017,
572,56.557,0,1.442,0.005,0.033,1.441,0.352,0.104,0.014,
573,56.630,0,1.451,-0.004,0.039,1.451,0.357,0.109,0.008,
574,56.697,0,1.465,-0.013,0.049,1.464,0.337,0.124,0.003,
575,56.768,0,1.462,-0.022,0.059,1.461,0.360,0.135,-0.005,
576,56.848,0,1.454,-0.032,0.065,1.452,0.409,0.140,-0.015,
577,56.928,0,1.469,-0.057,0.075,1.466,0.425,0.164,-0.029,
578,57.004,0,1.472,-0.070,0.082,1.468,0.432,0.162,-0.035,
579,57.077,0,1.473,-0.081,0.088,1.468,0.434,0.181,-0.045,
580,57.154,0,1.488,-0.102,0.103,1.481,0.448,0.210,-0.058,
581,57.224,0,1.495,-0.114,0.108,1.487,0.479,0.217,-0.067,
582,57.299,0,1.509,-0.128,0.114,1.500,0.468,0.228,-0.075,
583,57.376,0,1.517,-0.138,0.122,1.506,0.466,0.258,-0.081,
584,57.454,0,1.517,-0.146,0.129,1.505,0.472,0.268,-0.087,
585,63.806,0,1.059,0.118,-0.063,1.050,-0.365,-0.134,-1.581,
586,63.938,0,1.468,0.159,-0.043,1.458,-0.412,-0.056,-0.066,
587,64.004,0,1.486,0.180,-0.021,1.475,0.194,0.009,0.020,
588,64.070,0,1.474,0.195,-0.008,1.461,0.184,0.014,0.017,
589,64.135,0,1.472,0.202,0.002,1.458,0.145,0.030,0.007,
590,64.205,0,1.471,0.201,0.008,1.457,0.168,0.027,0.005,
591,64.274,0,1.477,0.220,0.014,1.461,0.279,-0.003,0.002,
592,64.346,0,1.475,0.252,0.012,1.453,0.282,-0.010,0.007,
593,64.411,0,1.477,0.280,0.010,1.450,0.232,-0.004,0.013,
594,64.474,0,1.485,0.300,0.005,1.455,0.171,-0.007,0.018,
595,64.540,0,1.487,0.308,0.001,1.455,0.125,-0.001,0.020,
596,64.873,0,1.474,0.027,-0.007,1.474,0.398,0.042,0.009,
597,64.942,0,1.475,0.011,-0.004,1.475,0.306,0.055,0.003,
598,65.012,0,1.470,0.011,-0.005,1.470,0.304,0.044,0.006,
599,65.085,0,1.469,0.015,-0.007,1.469,0.291,0.049,0.007,
600,65.149,0,1.468,0.015,-0.008,1.467,0.293,0.052,0.007,
601,65.216,0,1.469,0.016,-0.006,1.469,0.295,0.046,0.007,
602,65.283,0,1.468,0.016,-0.006,1.468,0.294,0.046,0.008,
603,65.352,0,1.468,0.015,-0.006,1.467,0.303,0.046,0.008,
604,65.425,0,1.466,0.008,-0.008,1.466,0.334,0.048,0.008,
605,65.493,0,1.469,0.000,-0.012,1.469,0.325,0.050,0.008,
606,65.560,0,1.470,-0.009,-0.019,1.470,0.331,0.041,0.012,
607,65.628,0,1.461,-0.019,-0.028,1.461,0.361,0.031,0.015,
608,65.697,0,1.455,-0.030,-0.032,1.454,0.369,0.030,0.018,
609,65.764,0,1.452,-0.038,-0.035,1.451,0.367,0.027,0.019,
610,65.830,0,1.456,-0.049,-0.035,1.454,0.404,0.027,0.019,
611,65.894,0,1.462,-0.063,-0.038,1.460,0.408,0.022,0.022,
612,65.968,0,1.462,-0.069,-0.040,1.460,0.407,0.021,0.023,
613,66.037,0,1.465,-0.080,-0.045,1.462,0.406,0.021,0.023,
614,66.108,0,1.466,-0.090,-0.052,1.462,0.421,0.019,0.025,
615,66.177,0,1.469,-0.100,-0.057,1.464,0.423,0.011,0.029,
616,66.245,0,1.466,-0.109,-0.063,1.461,0.438,0.007,0.030,
617,66.310,0,1.469,-0.119,-0.068,1.462,0.456,-0.000,0.034,
618,66.377,0,1.473,-0.132,-0.074,1.465,0.484,-0.011,0.039,
619,66.441,0,1.474,-0.147,-0.079,1.464,0.499,-0.016,0.040,
620,66.505,0,1.478,-0.160,-0.082,1.467,0.500,-0.019,0.042,
621,66.572,0,1.482,-0.172,-0.086,1.470,0.514,-0.024,0.044,
622,66.642,0,1.479,-0.185,-0.087,1.465,-0.282,-0.081,-0.001,
623,66.710,0,1.484,-0.193,-0.088,1.469,0.543,-0.027,0.047,
624,66.776,0,1.488,-0.208,-0.090,1.470,-0.280,-0.089,-0.005,
625,66.841,0,1.491,-0.220,-0.093,1.471,-0.277,-0.090,-0.004,
626,66.904,0,1.497,-0.235,-0.099,1.475,-0.290,-0.100,-0.008,
627,66.971,0,1.495,-0.254,-0.107,1.470,-0.297,-0.099,-0.009,
628,67.043,0,1.509,-0.275,-0.116,1.479,-0.280,-0.105,-0.012,
629,67.107,0,1.517,-0.293,-0.125,1.484,-0.265,-0.108,-0.012,
630,67.170,0,1.527,-0.308,-0.135,1.490,-0.255,-0.106,-0.014,
631,67.250,0,1.525,-0.320,-0.143,1.485,-0.253,-0.102,-0.015,
632,67.314,0,1.533,-0.331,-0.150,1.489,-0.245,-0.107,-0.017,
633,67.377,0,1.534,-0.340,-0.156,1.487,-0.237,-0.105,-0.017,
634,67.446,0,1.532,-0.341,-0.157,1.485,-0.237,-0.104,-0.017,
635,67.514,0,1.550,-0.339,-0.154,1.504,-0.246,-0.099,-0.017,
636,67.977,0,1.484,-0.037,-0.062,1.482,0.420,-0.020,0.033,
637,68.043,0,1.474,-0.024,-0.061,1.473,0.364,-0.007,0.031,
638,68.123,0,1.471,-0.014,-0.060,1.470,0.356,-0.006,0.030,
639,68.192,0,1.484,-0.008,-0.066,1.483,0.287,0.011,0.029,
640,68.260,0,1.497,-0.010,-0.085,1.495,0.252,0.001,0.029,
641,68.332,0,1.470,-0.009,-0.098,1.467,0.307,-0.026,0.035,
642,68.398,0,1.469,-0.004,-0.096,1.466,0.303,-0.017,0.036,
643,68.467,0,1.530,-0.001,-0.082,1.528,0.136,0.055,0.024,
644,68.595,0,1.550,0.008,-0.015,1.550,0.127,0.106,0.017,
645,68.661,0,1.510,0.015,0.005,1.510,0.245,0.057,0.020,
646,68.723,0,1.493,0.016,0.007,1.493,0.285,0.064,0.020,
647,68.802,0,1.488,0.016,0.003,1.488,0.289,0.056,0.021,
648,68.876,0,1.485,0.021,-0.000,1.484,0.301,0.041,0.025,
649,68.939,0,1.495,0.030,-0.006,1.494,0.302,0.029,0.030,
650,69.012,0,1.507,0.048,-0.020,1.506,0.334,-0.002,0.040,
651,69.080,0,1.486,0.075,-0.034,1.484,0.357,-0.018,0.049,
652,69.147,0,1.470,0.094,-0.040,1.466,0.303,-0.011,0.052,
653,69.218,0,1.472,0.108,-0.045,1.467,0.276,-0.012,0.055,
654,69.285,0,1.471,0.121,-0.050,1.465,0.281,-0.017,0.059,
655,69.359,0,1.471,0.138,-0.054,1.464,0.288,-0.027,0.062,
656,69.427,0,1.471,0.156,-0.061,1.461,0.279,-0.032,0.066,
657,69.498,0,1.468,0.174,-0.066,1.456,0.282,-0.039,0.072,
658,69.568,0,1.474,0.195,-0.073,1.459,0.264,-0.045,0.077,
659,69.635,0,1.480,0.216,-0.084,1.462,0.255,-0.055,0.084,
660,69.701,0,1.475,0.238,-0.095,1.453,0.259,-0.063,0.089,
661,69.772,0,1.468,0.257,-0.102,1.442,0.227,-0.056,0.088,
662,69.843,0,1.472,0.272,-0.108,1.442,0.200,-0.053,0.088,
663,69.914,0,1.474,0.284,-0.112,1.442,0.186,-0.061,0.091,
664,69.999,0,1.474,0.297,-0.115,1.439,0.187,-0.068,0.095,
665,70.077,0,1.473,0.309,-0.118,1.435,0.179,-0.076,0.100,
666,70.146,0,1.474,0.320,-0.121,1.434,0.181,-0.080,0.101,
667,70.213,0,1.482,0.333,-0.128,1.438,0.161,-0.084,0.105,
668,70.287,0,1.469,0.341,-0.132,1.423,0.168,-0.070,0.104,
669,70.352,0,1.470,0.349,-0.136,1.421,0.161,-0.068,0.105,
670,70.418,0,1.474,0.360,-0.140,1.422,0.168,-0.072,0.109,
671,70.484,0,1.475,0.372,-0.146,1.420,0.166,-0.074,0.111,
672,70.557,0,1.480,0.383,-0.152,1.422,0.153,-0.071,0.112,
673,70.623,0,1.480,0.389,-0.156,1.419,0.162,-0.088,0.112,
674,70.690,0,1.485,0.399,-0.157,1.422,0.158,-0.074,0.115,
675,70.756,0,1.497,0.414,-0.164,1.429,0.166,-0.081,0.121,
676,70.829,0,1.512,0.435,-0.180,1.437,0.164,-0.089,0.130,
677,70.906,0,1.508,0.452,-0.196,1.425,0.163,-0.088,0.136,
678,70.971,0,1.498,0.466,-0.208,1.408,0.152,-0.084,0.138,
679,71.040,0,1.499,0.477,-0.218,1.404,0.136,-0.083,0.138,
680,71.109,0,1.506,0.491,-0.230,1.405,0.142,-0.088,0.140,
681,71.175,0,1.511,0.506,-0.244,1.403,0.138,-0.089,0.143,
682,71.245,0,1.502,0.513,-0.251,1.390,0.121,-0.081,0.141,
683,71.313,0,1.509,0.515,-0.253,1.395,0.124,-0.073,0.140,
